Basin Name,Polygon,Split Poly,Basin UBI,Longitude,Latitude,Basin Type,Salt,Volcanics,Region,Countries,Setting,Geo Period,Geo Age,Age Old,Age Young,Max Sed St,Mean Sed S,Med Sed St,Mean Sed L,Med Sed La,Max Sed La,Poly Area,Moho Mean,Moho Med k,Moho Max k,Moho Min k,Perm Salt,Tri Salt,Jur Salt,Cret Salt,Salt Fm(s),Salt Per.,Salt Ages,Evap Numb
Kuril-Kamchatka,332.00000,No,"329",155.147809999999993,48.768120000000003,Forearc,Unknown,Extrusive,Asia,"Russia, Japan",On-Offshore,Cretaceous,Cenomanian,100.50,0.00,6.680544000000000,2.061349653323263,1.466500000000000,2.475999994277954,2.000000000000000,6.500000000000000,"290987",-23.322799987792969,-23.000000000000000,-16.000000000000000,-34.060001373291016,Unknown,Unknown,Unknown,Unknown,,,,
Kushiro,333.00000,No,"330",144.363959999999992,42.504980000000003,Forearc,Unknown,Unknown,Asia,"Japan, Russia",On-Offshore,Cretaceous,Cenomanian,100.50,0.00,5.051000000000000,2.324382566585957,1.993000000000000,1.500000000000000,1.250000000000000,3.000000000000000,"53667",-34.764999866485596,-33.529999732971191,-27.000000000000000,-45.000000000000000,Unknown,Unknown,Unknown,Unknown,,,,
Kuznetsk,336.00000,No,"333",86.860590000000002,54.547220000000003,Strike-Slip,None,Extrusive,Asia,Russia,Onshore,Devonian,Lochkovian,419.20,0.00,,,,2.550000011920929,2.600000023841858,4.000000000000000,"54593",-40.699999809265137,-39.710000991821289,-39.619998931884766,-43.759998321533203,None,None,None,None,,,,"0"
Lake Superior,345.00000,No,"342",-87.945300000000003,47.622019999999999,Rift,None,Extrusive,North America,"USA, Canada",On-Offshore,Proterozoic,Paleoproterozoic,2500.00,0.00,,,,0.150000001249068,0.100000001490116,0.500000000000000,"203730",-45.404705945183260,-45.659999847412109,-35.849998474121094,-55.229999542236328,None,None,None,None,,,,"0"
Laramie,352.00000,No,"349",-106.056399999999996,41.759340000000002,Foreland,Bedded,None,North America,USA,Onshore,Cambrian,Cambrian Lower,542.00,0.00,,,,1.196558308689801,1.500000000000000,2.000000000000000,"13211",-40.799188977688573,-42.659999847412109,-38.849998474121094,-48.759998321533203,None,Bedded,None,None,Anisian-Ladinian,Triassic,Anisian-Ladinian,"1"
Limagne,358.00000,No,"355",3.331070000000000,46.187809999999999,Rift,Unknown,Extrusive,Europe,France,Onshore,Eocene,Ypresian,56.00,0.00,,,,0.212861629877744,0.009999999776483,1.000000000000000,"14373",-27.639129737856848,-28.110000610351562,-26.430000305175781,-30.569999694824219,Unknown,Unknown,Unknown,Unknown,,,,
Lublin,369.00000,No,"366",23.000000000000000,51.000000000000000,Intracratonic,Mobile,Extrusive,Europe,"Poland, Ukraine, Belarus",Onshore,Proterozoic,Neoproterozoic,1000.00,0.00,,,,3.933333337306976,4.650000095367432,5.699999809265138,"100275",-45.610000610351562,-45.655000686645501,-42.439998626708984,-49.740001678466797,Mobile,Bedded,None,None,"Eifelian-Givetian; Zechstein; Carnian-Rhaetian","Dev., Perm., Tri.","Eifelian-Givetian; Wuchiapingian-Changhsingian; Carnian-Rhaetian","3"
Lusitanian,373.00000,No,"370",-9.828670000000001,40.622010000000003,Passive Margin,Mobile,Extrusive,Europe,"Portugal, Spain",On-Offshore,Silurian,Rhuddanian,443.80,0.00,4.916000000000000,1.180901535832568,1.012000000000000,1.542857131787709,1.399999976158142,2.500000000000000,"177291",-22.466428620474680,-24.545000076293945,-10.039999961853027,-29.920000076293945,None,Mobile,Mobile,None,"Cabacos; Dagorda","Tri., Jur.","Rhaetian-Hettangian; Oxfordian","2"
Mackenzie Plains,375.00000,No,"372",-124.084850000000003,62.419130000000003,Fold and Thrust Belt,Bedded,None,North America,Canada,Onshore,Proterozoic,Neoproterozoic,1000.00,0.00,,,,0.951538462335101,0.009999999776483,4.000000000000000,"139160",-40.159999847412109,-40.000000000000000,-38.150001525878906,-45.759998321533203,None,None,None,None,"Furongian; Pragian-Givetian","Cam., Dev.","Furongian; Pragian-Givetian","2"
Madrid,377.00000,No,"374",-2.909050000000000,39.970799999999997,Foreland,Unknown,Unknown,Europe,Spain,Onshore,Pennsylvanian,Bashkirian,323.20,0.00,,,,2.266666650772095,2.000000000000000,2.799999952316284,"48825",-31.049999872843426,-30.829999923706055,-30.549999237060547,-31.770000457763672,Unknown,Unknown,Unknown,Unknown,,,,
McClintock,392.00000,No,"389",-100.585160000000002,72.335059999999999,Intracratonic,Unknown,Unknown,North America,Canada,On-Offshore,Cambrian,Cambrian Lower,542.00,0.00,5.947641000000000,1.993328469372495,1.279407000000000,2.465714283713273,1.799999952316284,6.500000000000000,"441081",-39.617142922537667,-39.000000000000000,-36.990001678466797,-41.000000000000000,Unknown,Unknown,Unknown,Unknown,,,,
Medny,393.00000,No,"390",167.183650000000000,55.008899999999997,Backarc - Marginal Sea,Unknown,Unknown,Asia,Russia,On-Offshore,Paleocene,Danian,66.00,0.00,1.045003000000000,0.819478301769912,0.818362400000000,0.699999988079071,0.699999988079071,0.899999976158142,"19349",-17.000000000000000,-17.000000000000000,-16.000000000000000,-18.000000000000000,Unknown,Unknown,Unknown,Unknown,,,,
Michigan,402.00000,No,"399",-84.726889999999997,43.379130000000004,Intracratonic,Bedded,None,North America,"USA, Canada",On-Offshore,Proterozoic,Neoproterozoic,1000.00,0.00,,,,1.625925933873212,1.399999976158142,3.500000000000000,"337560",-41.152592482390226,-41.840000152587891,-30.620000839233398,-47.919998168945312,None,None,None,None,"Salina; Detroit River; Triple Gypsum","Sil., Dev., Miss.","Gorstian-Pridolian; Emsian-Givetian; Visean","3"
Midcontinent,403.00000,No,"400",-93.847510000000000,43.535179999999997,Rift,None,Extrusive,North America,USA,Onshore,Proterozoic,Neoproterozoic,1000.00,0.00,,,,0.400000000993411,0.300000011920929,0.699999988079071,"28117",-41.636666615804039,-40.930000305175781,-39.319999694824219,-44.659999847412109,None,None,None,None,,,,"0"
Middle Caspian,404.00000,No,"401",52.269860000000001,41.946559999999998,Foreland,None,Extrusive,Asia,"Kazakhstan, Turkmenistan, Azerbaijan, Russia",On-Offshore,Devonian,Eifelian,393.30,0.00,,,,4.676923073255098,4.000000000000000,15.000000000000000,"330929",-39.054230469923752,-38.784999847412109,-34.569999694824219,-44.459999084472656,None,None,None,None,,,,"0"
Midland Valley,407.00000,No,"404",-4.849180000000000,55.456110000000002,Rift,Bedded,Extrusive,Europe,"UK, Ireland",On-Offshore,Ordovician,Tremadocian,485.40,0.00,2.685893000000000,0.429651400240426,0.099999990000000,0.629999998211861,0.800000011920929,1.149999976158142,"54595",-32.020000457763672,-30.569999694824219,-29.180000305175781,-35.330001831054688,Bedded,Bedded,None,None,Capitanian-Induan,"Perm., Tri.",Capitanian-Induan,"1"
Minchumina-Middle Tanana,408.00000,No,"405",-150.742349999999988,63.941150000000000,Strike-Slip,Unknown,Extrusive,North America,USA,Onshore,Devonian,Frasnian,382.70,0.00,,,,1.029285710970206,0.750000000000000,2.500000000000000,"175456",-32.870714323861257,-32.694999694824219,-29.909999847412109,-35.580001831054688,Unknown,Unknown,Unknown,Unknown,,,,
Moesian,413.00000,No,"410",26.207580000000000,44.110610000000001,Foreland,Bedded,Extrusive,Europe,"Romania, Bulgaria, Serbia, Moldova, Ukraine",On-Offshore,Cambrian,Cambrian Middle,509.00,0.00,9.854259000000001,4.770679048039216,4.891481000000000,3.020000000794729,3.000000000000000,6.000000000000000,"201408",-33.896000035603841,-33.279998779296875,-30.750000000000000,-41.610000610351562,Bedded,Bedded,None,None,"Roadian-Capitanian; Anisian-Ladinian","Perm., Tri.","Roadian-Capitanian; Anisian-Ladinian","2"
Molasse,414.00000,No,"411",10.768330000000001,47.968409999999999,Foreland,Bedded,Extrusive,Europe,"Germany, Switzerland, Austria, France, Liechtenstein",Onshore,Pennsylvanian,Bashkirian,323.20,0.00,,,,0.800000002980232,0.800000011920929,1.500000000000000,"142657",-31.706999969482421,-31.425000190734863,-26.739999771118164,-38.000000000000000,None,Bedded,None,None,Carnian-Norian,Triassic,Carnian-Norian,"1"
Moma,416.00000,No,"413",142.563389999999998,66.754859999999994,Strike-Slip,Unknown,Unknown,Asia,Russia,Onshore,Jurassic,Oxfordian,163.50,0.00,,,,1.040000009536743,1.100000023841858,1.299999952316284,"70897",-34.616000366210940,-34.470001220703125,-33.590000152587891,-36.040000915527344,Unknown,Unknown,Unknown,Unknown,,,,
Moose River,418.00000,No,"415",-82.274050000000003,52.627220000000001,Intracratonic,Unknown,Unknown,North America,Canada,On-Offshore,Ordovician,Tremadocian,485.40,0.00,0.533169400000000,0.231215356221617,0.215921100000000,0.252400005236268,0.200000002980232,0.500000000000000,"293794",-39.999600067138672,-40.000000000000000,-32.880001068115234,-43.930000305175781,Unknown,Unknown,Unknown,Unknown,,,,
Moray Firth,419.00000,No,"416",-1.170610000000000,58.360770000000002,Intracratonic,Bedded,Extrusive,Europe,UK,On-Offshore,Silurian,Sheinwoodian,433.40,0.00,5.324500000000000,2.083950747511559,2.000000000000000,2.187500029802322,2.200000047683716,2.750000000000000,"84472",-27.799999713897705,-27.819999694824219,-26.909999847412109,-28.649999618530273,None,Bedded,None,None,Smith Bank,Triassic,Ladinian,"1"
More,420.00000,No,"417",3.000000000000000,63.000000000000000,Passive Margin,Bedded,Extrusive,Europe,"Norway, UK",Offshore,Permian,Asselian,298.90,0.00,13.900000000000000,8.818673891454663,8.997348499999999,4.262500032782555,5.000000000000000,6.050000190734864,"159718",-21.986666599909466,-21.850000381469727,-14.539999961853027,-27.459999084472656,Bedded,None,None,None,Wuchiapingian-Changhsingian,Permian,Wuchiapingian-Changhsingian,"1"
Moscow,422.00000,No,"419",39.167749999999998,59.029870000000003,Intracratonic,Bedded,None,Asia,Russia,Onshore,Proterozoic,Paleoproterozoic,2500.00,0.00,,,,1.987999998033047,2.000000000000000,4.000000000000000,"1262527",-40.661200218200683,-40.204999923706055,-37.060001373291016,-45.580001831054688,Bedded,None,None,None,Wuchiapingian-Changhsingian,Permian,Wuchiapingian-Changhsingian,"1"
Murray,429.00000,No,"426",174.733309999999989,52.046550000000003,Forearc,Unknown,Unknown,North America,"USA, Russia",On-Offshore,Cretaceous,Cenomanian,100.50,0.00,1.692000000000000,0.932353896754566,0.911000000000000,1.319999995827675,1.500000000000000,2.000000000000000,"85311",-15.523999977111817,-16.000000000000000,-12.210000038146973,-20.000000000000000,Unknown,Unknown,Unknown,Unknown,,,,
Nansen,435.00000,No,"432",102.398849999999996,80.217389999999995,Passive Margin,Unknown,Unknown,Asia,Russia,On-Offshore,Cretaceous,Cenomanian,100.50,0.00,4.593462000000002,1.272641432351663,1.208238000000000,1.010714284898270,1.050000011920929,2.250000000000000,"518757",-31.266666775658017,-31.500000000000000,-20.000000000000000,-38.779998779296875,Unknown,Unknown,Unknown,Unknown,,,,
Narragansett,438.00000,No,"435",-71.137580000000000,41.799419999999998,Rift,None,Extrusive,North America,USA,On-Offshore,Triassic,Carnian,237.00,0.00,1.088000000000000,0.935798545454546,1.011000000000000,0.151700442879411,0.200000006705523,0.500000000000000,"5846",-32.036205934846990,-29.980000495910645,-28.969999313354492,-33.020000457763672,None,None,None,None,,,,"0"
Khatyrka,317.00000,Yes,"314",176.555170000000004,61.480289999999997,Passive Margin,None,Extrusive,Asia,"Russia, USA",On-Offshore,Cretaceous,Cenomanian,100.50,0.00,4.924000000000000,2.786891892792793,2.818000000000000,1.399999976158142,1.399999976158142,1.500000000000000,"29239",-30.000000000000000,-30.000000000000000,-30.000000000000000,-30.000000000000000,None,None,None,None,,,,"0"
Navarin,439.00000,No,"436",-176.308607999999992,60.494213000000002,Passive Margin,Unknown,Unknown,North America,"USA, Russia",Offshore,Jurassic,Hettangian,201.30,0.00,11.832000000000001,3.031972811155538,2.106000000000000,2.494444436497159,1.949999988079071,7.000000000000000,"215052",-28.666666666666668,-29.000000000000000,-22.000000000000000,-31.000000000000000,Unknown,Unknown,Unknown,Unknown,,,,
Nechako,440.00000,No,"437",-124.331100000000006,53.018210000000003,Backarc - Marginal Sea,Unknown,Extrusive,North America,Canada,Onshore,Triassic,Induan,252.17,0.00,,,,0.056666667262713,0.009999999776483,0.200000002980232,"127206",-34.896667321523033,-34.670000076293945,-29.829999923706055,-39.040000915527344,Unknown,Unknown,Unknown,Unknown,,,,
Netherlands,441.00000,No,"438",5.030130000000000,52.146520000000002,Rift,Mobile,None,Europe,"Netherlands, Germany, Belgium, UK",On-Offshore,Devonian,Frasnian,382.70,0.00,4.278000000000000,1.849436067805755,1.831000000000000,2.044999992847443,2.125000000000000,3.500000000000000,"115574",-30.519999885559081,-30.305000305175781,-29.040000915527344,-32.619998931884766,Mobile,Bedded,Bedded,Bedded,"Zechstein; Niedersachsen","Perm., Tri., Jur., Cret.","Wuchiapingian-Changhsingian; Anisian; Norian; Kimmeridgian-Berriasian","4"
Newark,448.00000,No,"445",-75.462900000000005,40.338009999999997,Rift,None,Unknown,North America,USA,Onshore,Triassic,Carnian,237.00,0.00,2.178223000000000,1.951475500000000,1.951475500000000,2.294039907021309,1.299999952316284,4.000000000000000,"17927",-36.710855447699082,-38.099998474121094,-29.989999771118164,-39.430000305175781,None,None,None,None,,,,"0"
North Adriatic,453.00000,No,"450",13.474330000000000,44.987909999999999,Foreland,Bedded,Extrusive,Europe,"Croatia, Italy, Slovenia",On-Offshore,Triassic,Carnian,237.00,0.00,7.301235000000000,3.537309987368421,3.262832000000000,0.975000003352761,0.900000005960464,2.000000000000000,"62752",-35.449999809265137,-35.684999465942383,-33.650001525878906,-36.779998779296875,None,Bedded,None,None,Carnian-Rhaetian,Triassic,Carnian-Rhaetian,"1"
North Carpathian,456.00000,No,"453",22.406350000000000,49.652670000000001,Fold and Thrust Belt,Bedded,Extrusive,Europe,"Poland, Ukraine, Romania, Czech Republic, Austria",Onshore,Cambrian,Cambrian Lower,542.00,0.00,,,,1.143333336441881,0.849999994039536,5.000000000000000,"211335",-38.993333392673065,-39.639999389648438,-33.779998779296875,-45.040000915527344,Bedded,None,None,None,"Eifelian-Givetian; Tournaisian; Zechstein; Aquitanian-Langhian","Dev., Miss., Perm., Mio.","Eifelian-Givetian; Tournaisian; Wuchiapingian-Changhsingian; Aquitanian-Langhian","4"
North Caspian,457.00000,No,"454",50.887999999999998,48.618769999999998,Intracratonic,Mobile,None,Asia,"Kazakhstan, Russia",On-Offshore,Proterozoic,Neoproterozoic,1000.00,0.00,,,,11.139705882352942,11.500000000000000,21.000000000000000,"857405",-38.390294103061450,-38.885000228881829,-29.200000762939453,-43.599998474121094,Mobile,None,None,None,Kungurian,Permian,Kungurian,"1"
North Copper River,458.00000,No,"455",-146.335000000000008,62.561140000000002,Forearc,None,Extrusive,North America,USA,Onshore,Jurassic,Aalenian,174.10,0.00,,,,0.942000000551343,1.000000000000000,2.000000000000000,"52496",-40.409999465942384,-42.549999237060547,-30.809999465942383,-47.389999389648438,None,None,None,None,,,,"0"
North Gobi,461.00000,No,"458",100.508459999999999,45.374479999999998,Strike-Slip,Unknown,Unknown,Asia,Mongolia,Onshore,Jurassic,Hettangian,201.30,0.00,,,,0.200000002980232,0.200000002980232,0.200000002980232,"40167",-48.435001373291016,-48.435001373291016,-48.400001525878906,-48.470001220703125,Unknown,Unknown,Unknown,Unknown,,,,
North Park,469.00000,No,"466",-106.268529999999998,40.425100000000000,Foreland,Bedded,None,North America,USA,Onshore,Cambrian,Cambrian Middle,509.00,0.00,,,,0.273957169096809,0.105000001378357,0.300000011920929,"6421",-46.077789339757267,-48.069999694824219,-45.779998779296875,-48.759998321533203,None,None,None,None,Eagle Valley,Pennsylvanian,Moscovian-Kasimovian,"1"
North Ustyurt,472.00000,No,"469",56.082490000000000,44.907460000000000,Intracratonic,None,Extrusive,Asia,"Kazakhstan, Uzbekistan",On-Offshore,Devonian,Eifelian,393.30,0.00,,,,3.147368418542962,3.000000000000000,4.500000000000000,"265599",-40.090000554134974,-40.080001831054688,-38.750000000000000,-41.790000915527344,None,None,None,None,,,,"0"
Northern Aegean,473.00000,No,"470",25.338560000000001,39.110180000000000,Strike-Slip,Bedded,None,Europe,"Greece, Turkey",On-Offshore,Cretaceous,Maastrichtian,72.10,0.00,2.496725000000000,1.154512386346864,1.032200500000000,2.037499994039536,2.000000000000000,2.700000047683716,"106546",-29.802499771118164,-30.045000076293945,-27.819999694824219,-31.500000000000000,None,None,None,None,Tortonian-Messinian,Miocene,Tortonian-Messinian,"1"
Northern North Sea,474.00000,No,"471",2.741020000000000,60.207700000000003,Rift,Mobile,Extrusive,Europe,"Norway, UK",Offshore,Devonian,Eifelian,393.30,0.00,9.742144000000000,5.415332862303148,5.809850500000000,3.949999992664044,4.000000000000000,7.000000000000000,"150151",-29.198461679311897,-29.280000686645508,-27.250000000000000,-30.620000839233398,Mobile,None,None,None,Zechstein,Permian,Wuchiapingian-Changhsingian,"1"
Northern Sea of Japan,475.00000,No,"472",132.198499999999996,42.292850000000001,Backarc - Marginal Sea,Unknown,Unknown,Asia,"Russia, North Korea",On-Offshore,Miocene,Aquitanian,23.03,0.00,2.758000000000000,1.003764668124119,0.934000100000000,0.839999997615814,0.699999988079071,1.399999976158142,"66699",-21.600000000000001,-23.000000000000000,-16.000000000000000,-26.000000000000000,Unknown,Unknown,Unknown,Unknown,,,,
Northwest Aegean,476.00000,No,"473",23.043600000000001,40.195259999999998,Strike-Slip,Bedded,None,Europe,"Greece, Macedonia",On-Offshore,Jurassic,Oxfordian,163.50,0.00,0.418062400000000,0.199314158461539,0.175283100000000,1.000000000000000,1.000000000000000,1.500000000000000,"19001",-35.129999160766602,-35.129999160766602,-32.590000152587891,-37.669998168945312,None,None,None,None,Tortonian-Messinian,Miocene,Tortonian-Messinian,"1"
Northwest German,477.00000,No,"474",9.899319999999999,53.509039999999999,Intracratonic,Mobile,Extrusive,Europe,"Germany, Netherlands, Denmark",On-Offshore,Cambrian,Cambrian Lower,542.00,0.00,10.832630000000000,4.022491195752540,2.943000000000000,3.969565215318099,3.500000000000000,6.500000000000000,"280011",-30.462173793626867,-30.129999160766602,-28.399999618530273,-33.630001068115234,Mobile,None,None,None,Zechstein,Permian,Wuchiapingian-Changhsingian,"1"
Northwestern Spain,478.00000,No,"475",-8.430190000000000,43.778509999999997,Passive Margin,Unknown,Unknown,Europe,Spain,On-Offshore,Cretaceous,Aptian,125.00,0.00,3.389000000000000,1.014187139493275,1.030500000000000,0.800000026822090,0.800000026822090,1.200000047683716,"30869",-23.960000038146973,-23.960000038146973,-22.040000915527344,-25.879999160766602,Unknown,Unknown,Unknown,Unknown,,,,
Norton,479.00000,No,"476",-167.856747000000013,64.415840000000003,Intracratonic,Unknown,Extrusive,North America,"USA, Russia",On-Offshore,Mississippian,Tournaisian,358.90,0.00,3.729000000000000,1.118270622652921,0.872500000000000,0.791333334147930,0.550000011920929,2.500000000000000,"342446",-30.169666481018066,-30.989999771118164,-23.909999847412109,-33.970001220703125,Unknown,Unknown,Unknown,Unknown,,,,
Norwegian,480.00000,No,"477",4.711620000000000,57.952939999999998,Intracratonic,Mobile,Unknown,Europe,"Norway, Denmark",On-Offshore,Devonian,Eifelian,393.30,0.00,11.228579999999999,4.518600792065016,4.952485000000000,3.235714282308306,3.650000095367432,4.250000000000000,"87023",-30.182856968470983,-29.829999923706055,-28.979999542236328,-33.689998626708984,Mobile,None,None,None,Zechstein,Permian,Wuchiapingian-Changhsingian,"1"
Ordos,490.00000,No,"487",108.821280000000002,37.462690000000002,Foreland,Bedded,None,Asia,China,Onshore,Proterozoic,Neoproterozoic,1000.00,0.00,,,,3.069696961930304,2.799999952316284,7.199999809265138,"399596",-41.311818209561437,-40.849998474121094,-35.250000000000000,-49.459999084472656,None,None,None,None,Majiagou,Ordovician,Arenigian-Llanvirnian,"1"
Otter-Walrus,493.00000,No,"490",-170.725080999999989,58.495635999999998,Passive Margin,Unknown,Unknown,North America,USA,Offshore,Jurassic,Hettangian,201.30,0.00,4.162000000000000,0.980402286931588,0.988000000000000,0.955000004172325,0.899999976158142,1.500000000000000,"210632",-29.149999999999999,-29.000000000000000,-28.000000000000000,-30.000000000000000,Unknown,Unknown,Unknown,Unknown,,,,
Outer Hebrides,499.00000,No,"496",-7.466420000000000,58.393949999999997,Passive Margin,Bedded,Extrusive,Europe,"UK, Ireland",On-Offshore,Pennsylvanian,Bashkirian,323.20,0.00,7.321601000000000,1.797660496134865,1.410057000000000,1.181818181818182,0.949999988079071,2.250000000000000,"107981",-24.050909215753730,-24.340000152587891,-18.500000000000000,-28.059999465942383,Bedded,Bedded,None,None,"Wuchiapingian-Changhsingian; Ladinian","Perm., Tri.","Wuchiapingian-Changhsingian; Ladinian","2"
Pachelma,500.00000,No,"497",42.898260000000001,53.991489999999999,Rift,Unknown,Unknown,Asia,Russia,Onshore,Proterozoic,Mesoproterozoic,1600.00,0.00,,,,1.822222206327650,2.000000000000000,2.799999952316284,"106372",-44.104444715711807,-44.470001220703125,-42.080001831054688,-45.979999542236328,Unknown,Unknown,Unknown,Unknown,,,,
Pannonian,502.00000,No,"499",20.432510000000001,46.804279999999999,Fold and Thrust Belt,None,Extrusive,Europe,"Hungary, Romania, Serbia, Ukraine, Slovakia",Onshore,Devonian,Lochkovian,419.20,0.00,,,,1.621428562062127,1.500000000000000,3.000000000000000,"181322",-27.317142895289830,-26.644999504089355,-24.600000381469727,-31.620000839233398,None,None,None,None,,,,"0"
Parapol,508.00000,No,"505",167.466129999999993,62.335320000000003,Rift,Unknown,Unknown,Asia,Russia,Onshore,Jurassic,Oxfordian,163.50,0.00,,,,0.254999999888241,0.254999999888241,0.500000000000000,"19358",-36.780000686645501,-36.780000686645501,-36.729999542236328,-36.830001831054688,Unknown,Unknown,Unknown,Unknown,,,,
Paris,510.00000,No,"507",2.674570000000000,48.672739999999997,Intracratonic,None,Extrusive,Europe,"France, Luxembourg, Belgium, Germany",On-Offshore,Devonian,Famennian,372.20,0.00,1.389000000000000,0.985481341739131,1.050500000000000,1.158695656320323,1.000000000000000,2.799999952316284,"286557",-32.619564968606703,-33.099998474121094,-29.110000610351562,-34.669998168945312,None,None,None,None,,,,"0"
Penzhina,519.00000,No,"516",170.163999999999987,64.524349999999998,Rift,Unknown,Unknown,Asia,Russia,Onshore,Jurassic,Oxfordian,163.50,0.00,,,,1.142857142857143,1.000000000000000,2.000000000000000,"71526",-37.982857295445037,-37.720001220703125,-36.849998474121094,-39.860000610351562,Unknown,Unknown,Unknown,Unknown,,,,
Po,527.00000,No,"524",9.940090000000000,45.041919999999998,Foreland,Bedded,Extrusive,Europe,"Italy, San Marino",Onshore,Cambrian,Cambrian Upper,497.00,0.00,8.537063000000000,7.424999620689654,7.470628000000000,1.871428568448339,1.299999952316284,4.000000000000000,"74121",-34.612857273646760,-35.409999847412109,-30.700000762939453,-36.689998626708984,Bedded,Bedded,None,None,"Wuchiapingian-Changhsingian; Carnian-Rhaetian","Perm., Tri.","Wuchiapingian-Changhsingian; Carnian-Rhaetian","2"
Podlasie,528.00000,No,"525",23.000000000000000,53.000000000000000,Rift,Unknown,Unknown,Europe,"Poland, Belarus",Onshore,Proterozoic,Neoproterozoic,1000.00,0.00,,,,2.399999976158142,2.399999976158142,3.000000000000000,"31808",-43.244998931884766,-43.244998931884766,-42.689998626708984,-43.799999237060547,Unknown,Unknown,Unknown,Unknown,,,,
Polish,529.00000,No,"526",18.084849999999999,52.625900000000001,Intracratonic,Mobile,Extrusive,Europe,"Poland, Germany, Denmark",On-Offshore,Proterozoic,Neoproterozoic,1000.00,0.00,7.663361000000000,5.127357805687206,4.917813000000000,4.808695637661478,4.500000000000000,10.000000000000000,"274421",-36.024347719938859,-33.750000000000000,-31.299999237060547,-43.060001373291016,Mobile,Bedded,None,None,"Zechstein; Anisian-Ladinian","Perm., Tri.","Wuchiapingian-Changhsingian; Anisian-Ladinian","2"
Porcupine,530.00000,No,"527",-12.295100000000000,52.275820000000003,Passive Margin,Bedded,Extrusive,Europe,Ireland,On-Offshore,Devonian,Frasnian,382.70,0.00,8.900000000000000,3.020598965069474,2.700000000000000,1.317500000074506,0.599999994039536,5.650000095367432,"239771",-26.738000106811523,-28.159999847412109,-19.290000915527344,-32.200000762939453,Bedded,Bedded,Bedded,None,"Wuchiapingian-Changhsingian; Carnian-Rhaetian; Hettangian-Sinemurian","Perm., Tri., Jur.","Wuchiapingian-Changhsingian; Carnian-Rhaetian; Hettangian-Sinemurian","3"
Powder River,532.00000,No,"529",-105.842969999999994,44.489049999999999,Foreland,Bedded,None,North America,USA,Onshore,Cambrian,Cambrian Middle,509.00,0.00,,,,3.675000041723251,3.500000000000000,5.300000190734864,"111885",-43.931250095367432,-43.375000000000000,-42.250000000000000,-47.599998474121094,Bedded,None,Bedded,None,"Moscovian-Kasimovian; Ervay; Aalenian-Callovian","Penn., Perm., Jur.","Moscovian-Kasimovian; Wuchiapingian-Changhsingian; Aalenian-Callovian","3"
Prince Regent,534.00000,No,"531",-89.025390000000002,72.237110000000001,Intracratonic,Unknown,Unknown,North America,Canada,On-Offshore,Cambrian,Cambrian Lower,542.00,0.00,4.002135000000000,1.589677036840973,1.470971000000000,1.816326529699929,1.700000047683716,4.500000000000000,"552260",-38.807142997274603,-39.000000000000000,-35.290000915527344,-41.000000000000000,Unknown,Unknown,Unknown,Unknown,,,,
Pripyat,535.00000,No,"532",27.856600000000000,52.405040000000000,Rift,Mobile,Extrusive,Europe,"Belarus, Ukraine",Onshore,Proterozoic,Neoproterozoic,1000.00,0.00,,,,1.916666676600774,1.750000029802322,4.000000000000000,"88567",-45.946666717529297,-46.979999542236328,-42.310001373291016,-48.509998321533203,Mobile,None,None,None,"Frasnian-Famennian; Sakmarian-Artinskian","Dev., Perm.","Frasnian-Famennian; Sakmarian-Artinskian","2"
Quebec,542.00000,No,"539",-73.535989999999998,45.638460000000002,Fold and Thrust Belt,Unknown,Unknown,North America,"Canada, USA",Onshore,Cambrian,Cambrian Lower,542.00,0.00,2.563029000000000,0.145147908059384,0.093999950000000,0.731428580447322,0.500000000000000,2.700000047683716,"322661",-39.058571134294787,-39.099998474121094,-30.620000839233398,-44.900001525878906,Unknown,Unknown,Unknown,Unknown,,,,
Queen Charlotte,543.00000,No,"540",-130.208179999999999,52.688710000000000,Forearc,None,Extrusive,North America,"Canada, USA",On-Offshore,Ordovician,Tremadocian,485.40,0.00,2.006331000000000,1.116617784154351,1.075000000000000,1.412499990314245,0.949999988079071,2.799999952316284,"114575",-24.021250009536743,-24.970000267028809,-19.149999618530273,-29.899999618530273,None,None,None,None,,,,"0"
Rhine,556.00000,No,"553",8.001820000000000,48.865130000000001,Rift,Mobile,Extrusive,Europe,"Germany, France, Switzerland",Onshore,Permian,Asselian,298.90,0.00,,,,1.333333333333333,1.200000047683716,1.799999952316284,"27368",-28.739999771118164,-29.000000000000000,-27.969999313354492,-29.250000000000000,None,Mobile,None,None,"Anisian; Lutetian-Rupelian; Chattian-Burdigalian","Tri., Eo., Oligo. Mio.","Anisian; Lutetian-Rupelian; Chattian-Burdigalian","3"
Rudy-Rampart,566.00000,No,"562",-153.992930000000001,64.963797999999997,Strike-Slip,Unknown,Unknown,North America,USA,Onshore,Paleocene,Danian,66.00,0.00,,,,0.232735260158415,0.300000011920929,1.000000000000000,"30576",-33.922255622036865,-33.750000000000000,-32.540000915527344,-35.709999084472656,Unknown,Unknown,Unknown,Unknown,,,,
Sacramento,571.00000,No,"567",-121.749539999999996,39.231259999999999,Forearc,None,Extrusive,North America,USA,Onshore,Jurassic,Oxfordian,163.50,0.00,,,,1.500000000000000,1.250000000000000,3.000000000000000,"52937",-31.187500476837162,-31.170000076293945,-25.370000839233398,-37.040000915527344,None,None,None,None,,,,"0"
